title,year,status,award
Jamie Dornan,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Ciarán Hinds,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Troy Kotsur,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Kodi Smit-McPhee,2022,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Kenneth Branagh,2022,Nominee,Best Director - Motion Picture
Ariana DeBose,2022,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Kirsten Dunst,2022,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Aunjanue Ellis,2022,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Ruth Negga,2022,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Ben Affleck,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Jamie Dornan,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Ciarán Hinds,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Troy Kotsur,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Kodi Smit-McPhee,2022,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Kenneth Branagh,2022,Nominee,Best Director - Motion Picture
Jane Campion,2022,Winner,Best Director - Motion Picture
Maggie Gyllenhaal,2022,Nominee,Best Director - Motion Picture
Steven Spielberg,2022,Nominee,Best Director - Motion Picture
Denis Villeneuve,2022,Nominee,Best Director - Motion Picture
Paul Thomas Anderson,2022,Nominee,Best Screenplay - Motion Picture
Kenneth Branagh,2022,Winner,Best Screenplay - Motion Picture
Jane Campion,2022,Nominee,Best Screenplay - Motion Picture
Adam McKay,2022,Nominee,Best Screenplay - Motion Picture
Aaron Sorkin,2022,Nominee,Best Screenplay - Motion Picture
Alexandre Desplat,2022,Nominee,Best Original Score - Motion Picture
Germaine Franco,2022,Nominee,Best Original Score - Motion Picture
Jonny Greenwood,2022,Nominee,Best Original Score - Motion Picture
Alberto Iglesias,2022,Nominee,Best Original Score - Motion Picture
Hans Zimmer,2022,Winner,Best Original Score - Motion Picture
Be Alive,2022,Nominee,Best Original Song - Motion Picture
Dos Oruguitas,2022,Nominee,Best Original Song - Motion Picture
Down to Joy,2022,Nominee,Best Original Song - Motion Picture
Here I Am (Singing My Way Home),2022,Nominee,Best Original Song - Motion Picture
No Time To Die,2022,Winner,Best Original Song - Motion Picture
Lupin,2022,Nominee,Best Television Series - Drama
"Morning Show, The",2022,Nominee,Best Television Series - Drama
Pose,2022,Nominee,Best Television Series - Drama
Squid Game,2022,Nominee,Best Television Series - Drama
Succession,2022,Winner,Best Television Series - Drama
Uzo Aduba,2022,Nominee,Best Performance by an Actress In A Television Series - Drama
Jennifer Aniston,2022,Nominee,Best Performance by an Actress In A Television Series - Drama
Christine Baranski,2022,Nominee,Best Performance by an Actress In A Television Series - Drama
Elisabeth Moss,2022,Nominee,Best Performance by an Actress In A Television Series - Drama
Michaela Jae Rodriguez,2022,Winner,Best Performance by an Actress In A Television Series - Drama
Brian Cox,2022,Nominee,Best Performance by an Actor In A Television Series - Drama
Lee Jung-jae,2022,Nominee,Best Performance by an Actor In A Television Series - Drama
Billy Porter,2022,Nominee,Best Performance by an Actor In A Television Series - Drama
Jeremy Strong,2022,Winner,Best Performance by an Actor In A Television Series - Drama
Omar Sy,2022,Nominee,Best Performance by an Actor In A Television Series - Drama
"Great, The",2022,Nominee,Best Television Series - Musical or Comedy
Hacks,2022,Winner,Best Television Series - Musical or Comedy
Only Murders in the Building,2022,Nominee,Best Television Series - Musical or Comedy
Reservation Dogs,2022,Nominee,Best Television Series - Musical or Comedy
Ted Lasso,2022,Nominee,Best Television Series - Musical or Comedy
Hannah Einbinder,2022,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Impeachment: American Crime Story,2022,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Maid,2022,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Mare of Easttown,2022,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
"Underground Railroad, The",2022,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Jessica Chastain,2022,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Cynthia Erivo,2022,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Elizabeth Olsen,2022,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Margaret Qualley,2022,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Kate Winslet,2022,Winner,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Paul Bettany,2022,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Impeachment: American Crime Story,2022,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Maid,2022,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Mare of Easttown,2022,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
"Underground Railroad, The",2022,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Jessica Chastain,2022,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Cynthia Erivo,2022,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Elizabeth Olsen,2022,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Margaret Qualley,2022,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Kate Winslet,2022,Winner,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Paul Bettany,2022,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Oscar Isaac,2022,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Michael Keaton,2022,Winner,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Ewan McGregor,2022,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Tahar Rahim,2022,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Jennifer Coolidge,2022,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Kaitlyn Dever,2022,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Andie MacDowell,2022,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Sarah Snook,2022,Winner,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Hannah Waddingham,2022,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Billy Crudup,2022,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Kieran Culkin,2022,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Mark Duplass,2022,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Brett Goldstein,2022,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Oh Young-soo,2022,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
"Father, The",2021,Nominee,Best Motion Picture - Drama
Mank,2021,Nominee,Best Motion Picture - Drama
Nomadland,2021,Winner,Best Motion Picture - Drama
Promising Young Woman,2021,Nominee,Best Motion Picture - Drama
"Trial of the Chicago 7, The",2021,Nominee,Best Motion Picture - Drama
Viola Davis,2021,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Andra Day,2021,Winner,Best Performance by an Actress in a Motion Picture - Drama
Vanessa Kirby,2021,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Frances McDormand,2021,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Carey Mulligan,2021,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Riz Ahmed,2021,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Chadwick Boseman,2021,Winner,Best Performance by an Actor in a Motion Picture - Drama
Anthony Hopkins,2021,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Gary Oldman,2021,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Tahar Rahim,2021,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Borat Subsequent Moviefilm,2021,Winner,Best Motion Picture - Musical or Comedy
Hamilton,2021,Nominee,Best Motion Picture - Musical or Comedy
Music,2021,Nominee,Best Motion Picture - Musical or Comedy
Palm Springs,2021,Nominee,Best Motion Picture - Musical or Comedy
"Prom, The",2021,Nominee,Best Motion Picture - Musical or Comedy
Maria Bakalova,2021,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Kate Hudson,2021,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Michelle Pfeiffer,2021,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Rosamund Pike,2021,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Anya Taylor-Joy,2021,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Sacha Baron Cohen,2021,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy
James Corden,2021,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Lin-Manuel Miranda,2021,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Dev Patel,2021,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Andy Samberg,2021,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
"Croods: A New Age, The",2021,Nominee,Best Motion Picture - Animated
Onward,2021,Nominee,Best Motion Picture - Animated
Over the Moon,2021,Nominee,Best Motion Picture - Animated
Soul,2021,Winner,Best Motion Picture - Animated
Wolfwalkers,2021,Nominee,Best Motion Picture - Animated
Another Round,2021,Nominee,Best Motion Picture – Non-English Language
La Llorona,2021,Nominee,Best Motion Picture – Non-English Language
"Life Ahead, The",2021,Nominee,Best Motion Picture – Non-English Language
Minari,2021,Winner,Best Motion Picture – Non-English Language
Two of Us,2021,Nominee,Best Motion Picture – Non-English Language
Glenn Close,2021,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Olivia Colman,2021,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Jodie Foster,2021,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Amanda Seyfried,2021,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Helena Zengel,2021,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Sacha Baron Cohen,2021,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Daniel Kaluuya,2021,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Jared Leto,2021,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Bill Murray,2021,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Leslie Odom Jr.,2021,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Emerald Fennell,2021,Nominee,Best Director - Motion Picture
David Fincher,2021,Nominee,Best Director - Motion Picture
Regina King,2021,Nominee,Best Director - Motion Picture
Aaron Sorkin,2021,Nominee,Best Director - Motion Picture
Chloé Zhao,2021,Winner,Best Director - Motion Picture
Emerald Fennell,2021,Nominee,Best Screenplay - Motion Picture
Jack Fincher,2021,Nominee,Best Screenplay - Motion Picture
Aaron Sorkin,2021,Winner,Best Screenplay - Motion Picture
"Florian Zeller, Christopher Hampton",2021,Nominee,Best Screenplay - Motion Picture
Chloé Zhao,2021,Nominee,Best Screenplay - Motion Picture
Alexandre Desplat,2021,Nominee,Best Original Score - Motion Picture
Ludwig Göransson,2021,Nominee,Best Original Score - Motion Picture
James Newton Howard,2021,Nominee,Best Original Score - Motion Picture
"Trent Reznor, Atticus Ross",2021,Nominee,Best Original Score - Motion Picture
"Trent Reznor, Atticus Ross, Jon Batiste",2021,Winner,Best Original Score - Motion Picture
