Movie_ID,Movie_Name,Rating,Votes,Meta_score,PG_Rating,Year,Duration,Director,Director_ID
656,Evil Dead Rise,6.5,127000,69,R,2023,1h 36m,Lee Cronin,262
657,Her,8.0,656000,91,R,2013,2h 6m,Spike Jonze,263
658,Next Goal Wins,6.5,3300,44,PG-13,2023,1h 44m,Taika Waititi,264
659,Thor: Love and Thunder,6.2,387000,57,PG-13,2022,1h 58m,Taika Waititi,264
660,Jojo Rabbit,7.9,429000,58,PG-13,2019,1h 48m,Taika Waititi,264
661,Thor: Ragnarok,7.9,802000,74,PG-13,2017,2h 10m,Taika Waititi,264
662,The Last Voyage of the Demeter,6.1,39000,52,R,2023,1h 58m,AndrÃ© Ãvredal,265
663,The Autopsy of Jane Doe,6.8,134000,65,R,2016,1h 26m,AndrÃ© Ãvredal,265
664,Air,7.4,153000,73,R,2023,1h 51m,Ben Affleck,266
665,The Town,7.5,410000,74,R,2010,2h 5m,Ben Affleck,266
666,Argo,7.7,633000,86,R,2012,2h,Ben Affleck,266
667,Gone Baby Gone,7.6,285000,72,R,2007,1h 54m,Ben Affleck,266
668,She's the Man,6.4,172000,45,PG-13,2006,1h 45m,Andy Fickman,267
669,Better Watch Out,6.5,44000,67,R,2016,1h 29m,Chris Peckover,268
670,The Fast and the Furious,6.8,412000,58,PG-13,2001,1h 46m,Rob Cohen,269
671,Tropic Thunder,7.1,441000,71,R,2008,1h 47m,Ben Stiller,270
672,The Secret Life of Walter Mitty,7.3,334000,54,PG,2013,1h 54m,Ben Stiller,270
673,Zoolander,6.5,287000,61,PG-13,2001,1h 30m,Ben Stiller,270
674,Nobody,7.4,312000,64,R,2021,1h 32m,Ilya Naishuller,271
675,Christmas in Connecticut,7.3,11000,64,Approved,1945,1h 41m,Peter Godfrey,272
676,Aftersun,7.7,81000,95,R,2022,1h 42m,Charlotte Wells,273
677,Mob Land,5.2,1900,47,R,2023,1h 51m,Nicholas Maggio,274
678,Totally Killer,6.5,42000,62,R,2023,1h 46m,Nahnatchka Khan,275
679,Strays,6.3,22000,54,R,2023,1h 33m,Josh Greenbaum,276
680,The Burial,7.1,26000,74,R,2023,2h 6m,Maggie Betts,278
681,Pretty Woman,7.1,348000,51,R,1990,1h 59m,Garry Marshall,279
682,Valentine's Day,5.7,124000,34,PG-13,2010,2h 5m,Garry Marshall,279
683,Overboard,6.9,66000,53,PG,1987,1h 52m,Garry Marshall,279
684,The Princess Diaries,6.4,160000,52,G,2001,1h 55m,Garry Marshall,279
685,Renfield,6.4,84000,53,R,2023,1h 33m,Chris McKay,280
686,The Tomorrow War,6.6,223000,45,PG-13,2021,2h 18m,Chris McKay,280
687,Happiest Season,6.6,46000,69,PG-13,2020,1h 42m,Clea DuVall,281
688,Ghosted,5.8,57000,34,PG-13,2023,1h 56m,Dexter Fletcher,282
689,Rocketman,7.3,190000,69,R,2019,2h 1m,Dexter Fletcher,282
690,Mulholland Drive,7.9,377000,86,R,2001,2h 27m,David Lynch,277
691,Blue Velvet,7.7,212000,75,R,1986,2h,David Lynch,277
692,Wild at Heart,7.2,99000,52,R,1990,2h 5m,David Lynch,277
693,The Elephant Man,8.2,254000,78,PG,1980,2h 4m,David Lynch,277
694,Drive,7.8,691000,79,R,2011,1h 40m,Nicolas Winding Refn,283
695,The Neon Demon,6.1,102000,51,R,2016,1h 57m,Nicolas Winding Refn,283
696,The Man Who Invented Christmas,7.0,18000,60,PG,2017,1h 44m,Bharat Nalluri,284
697,Sisu,6.9,64000,70,R,2022,1h 31m,Jalmari Helander,285
698,Superbad,7.6,620000,76,R,2007,1h 53m,Greg Mottola,286
699,"Confess, Fletch",6.5,17000,64,R,2022,1h 38m,Greg Mottola,286
700,Ghostbusters,7.8,438000,71,PG,1984,1h 45m,Ivan Reitman,287
701,Ghostbusters II,6.6,219000,56,PG,1989,1h 48m,Ivan Reitman,287
702,Draft Day,6.8,65000,54,PG-13,2014,1h 50m,Ivan Reitman,287
703,"Planes, Trains & Automobiles",7.6,157000,72,R,1987,1h 33m,John Hughes,288
704,Uncle Buck,7.1,106000,51,PG,1989,1h 40m,John Hughes,288
705,The Breakfast Club,7.8,428000,66,R,1985,1h 37m,John Hughes,288
706,Ferris Bueller's Day Off,7.8,380000,61,PG-13,1986,1h 43m,John Hughes,288
707,Sixteen Candles,7.0,124000,61,PG,1984,1h 33m,John Hughes,288
708,Weird Science,6.6,96000,46,PG-13,1985,1h 34m,John Hughes,288
709,Good Burger 2,5.4,2400,48,TV-PG,2023,1h 30m,Phil Traill,289
710,Where the Crawdads Sing,7.2,112000,43,PG-13,2022,2h 5m,Olivia Newman,290
711,8-Bit Christmas,6.7,21000,66,PG,2021,1h 37m,Michael Dowse,291
712,Black Adam,6.2,265000,41,PG-13,2022,2h 5m,Jaume Collet-Serra,292
713,The Commuter,6.3,123000,56,PG-13,2018,1h 44m,Jaume Collet-Serra,292
714,Orphan,7.0,247000,42,R,2009,2h 3m,Jaume Collet-Serra,292
715,Jungle Cruise,6.6,208000,50,PG-13,2021,2h 7m,Jaume Collet-Serra,292
716,Mr. & Mrs. Smith,6.5,528000,55,PG-13,2005,2h,Doug Liman,293
717,Edge of Tomorrow,7.9,722000,71,PG-13,2014,1h 53m,Doug Liman,293
718,The Bourne Identity,7.8,569000,68,PG-13,2002,1h 59m,Doug Liman,293
719,American Made,7.1,203000,65,R,2017,1h 55m,Doug Liman,293
720,Gerald's Game,6.5,124000,77,TV-MA,2017,1h 43m,Mike Flanagan,294
721,Doctor Sleep,7.3,214000,59,R,2019,2h 32m,Mike Flanagan,294
722,Paper Moon,8.1,51000,77,PG,1973,1h 42m,Peter Bogdanovich,297
723,"What's Up, Doc?",7.7,26000,73,G,1972,1h 34m,Peter Bogdanovich,297
724,Mask,7.2,32000,73,PG-13,1985,2h,Peter Bogdanovich,297
725,The Nun II,5.6,51000,47,R,2023,1h 50m,Michael Chaves,298
726,Cobweb,6.0,25000,50,R,2023,1h 28m,Samuel Bodin,299
727,Boyz n the Hood,7.8,151000,76,R,1991,1h 52m,John Singleton,300
728,2 Fast 2 Furious,5.9,292000,38,PG-13,2003,1h 47m,John Singleton,300
729,The Dreamers,7.1,129000,63,NC-17,2003,1h 55m,Bernardo Bertolucci,301
730,Last Tango in Paris,6.9,57000,77,NC-17,1972,2h 9m,Bernardo Bertolucci,301
731,The Bikeriders,7.6,974,71,R,2023,1h 56m,Jeff Nichols,302
732,Mud,7.4,187000,76,PG-13,2012,2h 10m,Jeff Nichols,302
733,Deadpool,8.0,1100000,65,R,2016,1h 48m,Tim Miller,303
734,Terminator: Dark Fate,6.2,190000,54,R,2019,2h 8m,Tim Miller,303
735,Hidden Figures,7.8,249000,74,PG,2016,2h 7m,Theodore Melfi,306
736,Point Break,7.3,197000,59,R,1991,2h 2m,Kathryn Bigelow,307
737,Zero Dark Thirty,7.4,315000,95,R,2012,2h 37m,Kathryn Bigelow,307
738,The Hurt Locker,7.5,469000,95,R,2008,2h 11m,Kathryn Bigelow,307
739,Barbarian,7.0,169000,78,R,2022,1h 42m,Zach Cregger,308
740,Meet Me in St. Louis,7.5,27000,94,Passed,1944,1h 53m,Vincente Minnelli,309
741,Birds of Prey,6.1,260000,60,R,2020,1h 49m,Cathy Yan,310
742,The Great Gatsby,7.2,584000,55,PG-13,2013,2h 23m,Baz Luhrmann,313
743,Elvis,7.3,221000,64,PG-13,2022,2h 39m,Baz Luhrmann,313
744,Australia,6.6,129000,53,PG-13,2008,2h 45m,Baz Luhrmann,313
745,Romeo + Juliet,6.7,241000,60,PG-13,1996,2h,Baz Luhrmann,313
746,Moulin Rouge!,7.6,296000,66,PG-13,2001,2h 7m,Baz Luhrmann,313
747,Old,5.8,154000,55,PG-13,2021,1h 48m,M. Night Shyamalan,314
748,Knock at the Cabin,6.1,107000,63,R,2023,1h 40m,M. Night Shyamalan,314
749,The Sixth Sense,8.2,1000000,64,PG-13,1999,1h 47m,M. Night Shyamalan,314
750,Split,7.3,537000,63,PG-13,2016,1h 57m,M. Night Shyamalan,314
751,The Village,6.6,274000,44,PG-13,2004,1h 48m,M. Night Shyamalan,314
752,Glass,6.6,262000,43,PG-13,2019,2h 9m,M. Night Shyamalan,314
753,The Visit,6.2,147000,55,PG-13,2015,1h 34m,M. Night Shyamalan,314
754,Signs,6.8,381000,59,PG-13,2002,1h 46m,M. Night Shyamalan,314
755,The Usual Suspects,8.5,1100000,76,R,1995,1h 46m,Bryan Singer,315
756,Bohemian Rhapsody,7.9,576000,49,PG-13,2018,2h 14m,Bryan Singer,315
757,X-Men,7.3,638000,64,PG-13,2000,1h 44m,Bryan Singer,315
758,X-Men: Apocalypse,6.9,455000,52,PG-13,2016,2h 24m,Bryan Singer,315
759,X-Men: Days of Future Past,7.9,737000,75,PG-13,2014,2h 12m,Bryan Singer,315
760,Me Before You,7.4,279000,51,PG-13,2016,1h 50m,Thea Sharrock,316
761,Free Guy,7.1,410000,62,PG-13,2021,1h 55m,Shawn Levy,317
762,Night at the Museum,6.5,371000,48,PG,2006,1h 48m,Shawn Levy,317
763,The Adam Project,6.7,224000,55,PG-13,2022,1h 46m,Shawn Levy,317
764,This Is Where I Leave You,6.6,88000,44,R,2014,1h 43m,Shawn Levy,317
765,Real Steel,7.1,350000,56,PG-13,2011,2h 7m,Shawn Levy,317
766,Night at the Museum: Battle of the Smithsonian,6.0,209000,42,PG,2009,1h 45m,Shawn Levy,317
767,Kong: Skull Island,6.7,340000,62,PG-13,2017,1h 58m,Jordan Vogt-Roberts,318
768,Dazed and Confused,7.6,196000,82,R,1993,1h 43m,Richard Linklater,319
769,Before Sunrise,8.1,332000,77,R,1995,1h 41m,Richard Linklater,319
770,School of Rock,7.2,324000,82,PG-13,2003,1h 49m,Richard Linklater,319
771,Hit Man,7.8,721,82,R,2023,1h 53m,Richard Linklater,319
772,Unfaithful,6.7,96000,63,R,2002,2h 4m,Adrian Lyne,320
773,Lolita,6.8,65000,46,R,1997,2h 17m,Adrian Lyne,320
774,Deep Water,5.5,55000,53,R,2022,1h 55m,Adrian Lyne,320
775,9Â½ Weeks,5.9,43000,50,R,1986,1h 57m,Adrian Lyne,320
776,Fatal Attraction,6.9,95000,67,R,1987,1h 59m,Adrian Lyne,320
777,Smile,6.5,148000,68,R,2022,1h 55m,Parker Finn,321
778,Home Sweet Home Alone,3.6,20000,35,PG,2021,1h 33m,Dan Mazer,322
779,Rustin,6.5,3300,68,PG-13,2023,1h 46m,George C. Wolfe,323
780,Kandahar,6.1,28000,52,R,2023,1h 59m,Ric Roman Waugh,326
781,Greenland,6.4,129000,64,PG-13,2020,1h 59m,Ric Roman Waugh,326
782,The Exorcist,8.1,447000,82,R,1973,2h 2m,William Friedkin,329
783,Amsterdam,6.1,87000,48,R,2022,2h 14m,David O. Russell,330
784,American Hustle,7.2,496000,90,R,2013,2h 18m,David O. Russell,330
785,Silver Linings Playbook,7.7,734000,81,R,2012,2h 2m,David O. Russell,330
786,Joy,6.6,143000,56,PG-13,2015,2h 4m,David O. Russell,330
787,The Fighter,7.8,384000,79,R,2010,1h 56m,David O. Russell,330
788,Excalibur,7.3,66000,56,PG,1981,2h 20m,John Boorman,331
789,Deliverance,7.7,118000,80,R,1972,1h 49m,John Boorman,331
790,The Place Beyond the Pines,7.3,286000,68,R,2012,2h 20m,Derek Cianfrance,332
791,Blue Valentine,7.3,208000,81,R,2010,1h 52m,Derek Cianfrance,332
792,Secretary,6.9,97000,63,R,2002,1h 47m,Steven Shainberg,333
793,The Thing,8.2,456000,57,R,1982,1h 49m,John Carpenter,334
794,Christine,6.8,91000,57,R,1983,1h 50m,John Carpenter,334
795,They Live,7.2,142000,55,R,1988,1h 34m,John Carpenter,334
796,Big Trouble in Little China,7.2,151000,53,PG-13,1986,1h 39m,John Carpenter,334
797,Escape from New York,7.1,154000,76,R,1981,1h 39m,John Carpenter,334
798,Halloween,7.7,302000,87,R,1978,1h 31m,John Carpenter,334
799,RoboCop,7.6,277000,70,R,1987,1h 42m,Paul Verhoeven,335
800,Basic Instinct,7.0,215000,43,R,1992,2h 7m,Paul Verhoeven,335
801,Total Recall,7.5,349000,60,R,1990,1h 53m,Paul Verhoeven,335
802,Showgirls,5.0,73000,20,NC-17,1995,2h 8m,Paul Verhoeven,335
803,Starship Troopers,7.3,313000,52,R,1997,2h 9m,Paul Verhoeven,335
804,Hollow Man,5.8,137000,24,R,2000,1h 52m,Paul Verhoeven,335
805,Spider-Man,7.4,863000,73,PG-13,2002,2h 1m,Sam Raimi,336
806,Doctor Strange in the Multiverse of Madness,6.9,463000,60,PG-13,2022,2h 6m,Sam Raimi,336
807,Spider-Man 2,7.5,694000,83,PG-13,2004,2h 7m,Sam Raimi,336
808,Spider-Man 3,6.3,626000,59,PG-13,2007,2h 19m,Sam Raimi,336
809,The Evil Dead,7.4,229000,71,NC-17,1981,1h 25m,Sam Raimi,336
810,Drag Me to Hell,6.6,215000,83,PG-13,2009,1h 39m,Sam Raimi,336
811,The Greatest Showman,7.5,303000,48,PG,2017,1h 45m,Michael Gracey,337
812,The Talented Mr. Ripley,7.4,228000,76,R,1999,2h 19m,Anthony Minghella,340
813,The English Patient,7.4,198000,87,R,1996,2h 42m,Anthony Minghella,340
814,Cold Mountain,7.2,154000,73,R,2003,2h 34m,Anthony Minghella,340
815,While You Were Sleeping,6.8,111000,67,PG,1995,1h 43m,Jon Turteltaub,341
816,The Meg,5.6,203000,46,PG-13,2018,1h 53m,Jon Turteltaub,341
817,The Fast and the Furious: Tokyo Drift,6.0,293000,45,PG-13,2006,1h 44m,Justin Lin,113
818,F9: The Fast Saga,5.2,158000,58,PG-13,2021,2h 23m,Justin Lin,113
819,Fast & Furious,6.5,306000,46,PG-13,2009,1h 47m,Justin Lin,113
820,Fast Five,7.3,402000,66,PG-13,2011,2h 10m,Justin Lin,113
821,Fast & Furious 6,7.0,412000,61,PG-13,2013,2h 10m,Justin Lin,113
822,Star Trek Beyond,7.0,256000,68,PG-13,2016,2h 2m,Justin Lin,113
823,Braveheart,8.3,1100000,68,R,1995,2h 58m,Mel Gibson,342
824,Hacksaw Ridge,8.1,577000,71,R,2016,2h 19m,Mel Gibson,342
825,The Revenant,8.0,855000,76,R,2015,2h 36m,Alejandro G. IÃ±Ã¡rritu,343
826,Birdman or (The Unexpected Virtue of Ignorance),7.7,657000,87,R,2014,1h 59m,Alejandro G. IÃ±Ã¡rritu,343
827,Pale Rider,7.3,64000,61,R,1985,1h 55m,Clint Eastwood,344
828,The Outlaw Josey Wales,7.8,79000,69,PG,1976,2h 15m,Clint Eastwood,344
829,Unforgiven,8.2,430000,85,R,1992,2h 10m,Clint Eastwood,344
830,Mystic River,7.9,477000,84,R,2003,2h 18m,Clint Eastwood,344
831,Gran Torino,8.1,805000,72,R,2008,1h 56m,Clint Eastwood,344
832,American Sniper,7.3,520000,72,R,2014,2h 13m,Clint Eastwood,344
833,High Plains Drifter,7.4,63000,69,R,1973,1h 45m,Clint Eastwood,344
834,Million Dollar Baby,8.1,713000,86,PG-13,2004,2h 12m,Clint Eastwood,344
835,The Matrix Resurrections,5.7,273000,63,R,2021,2h 28m,Lana Wachowski,194
836,The Maze Runner,6.8,498000,57,PG-13,2014,1h 53m,Wes Ball,347
837,Maze Runner: The Scorch Trials,6.3,270000,43,PG-13,2015,2h 11m,Wes Ball,347
838,Maze Runner: The Death Cure,6.2,157000,50,PG-13,2018,2h 23m,Wes Ball,347
839,Falling for Christmas,5.2,27000,40,TV-PG,2022,1h 33m,Janeen Damian,350
840,One Flew Over the Cuckoo's Nest,8.7,1100000,84,R,1975,2h 13m,Milos Forman,351
841,Amadeus,8.4,421000,87,PG,1984,2h 40m,Milos Forman,351
842,Blockers,6.2,84000,69,R,2018,1h 42m,Kay Cannon,352
843,Jumanji,7.1,369000,39,PG,1995,1h 44m,Joe Johnston,312
844,Captain America: The First Avenger,6.9,884000,66,PG-13,2011,2h 4m,Joe Johnston,312
845,The Mummy,7.1,453000,48,PG-13,1999,2h 4m,Stephen Sommers,353
846,G.I. Joe: The Rise of Cobra,5.7,214000,32,PG-13,2009,1h 58m,Stephen Sommers,353
847,The Mummy Returns,6.4,341000,48,PG-13,2001,2h 10m,Stephen Sommers,353
848,Van Helsing,6.1,281000,35,PG-13,2004,2h 11m,Stephen Sommers,353
849,Surviving Christmas,5.4,27000,19,PG-13,2004,1h 31m,Mike Mitchell,356
850,Sky High,6.3,93000,62,PG,2005,1h 40m,Mike Mitchell,356
851,Bridget Jones's Diary,6.8,259000,66,R,2001,1h 37m,Sharon Maguire,357
852,Godmothered,6.1,14000,49,PG,2020,1h 50m,Sharon Maguire,357
853,American History X,8.5,1200000,62,R,1998,1h 59m,Tony Kaye,362
854,The Pianist,8.5,891000,85,R,2002,2h 30m,Roman Polanski,363
855,Chinatown,8.2,344000,92,R,1974,2h 10m,Roman Polanski,363
856,Rosemary's Baby,8.0,231000,96,Approved,1968,2h 17m,Roman Polanski,363
857,The Ninth Gate,6.7,195000,44,R,1999,2h 13m,Roman Polanski,363
858,The Star,6.3,9100,42,PG,2017,1h 26m,Timothy Reckart,364
859,The Phantom of the Opera,7.2,129000,40,PG-13,2004,2h 23m,Joel Schumacher,368
860,The Lost Boys,7.2,158000,63,R,1987,1h 37m,Joel Schumacher,368
861,A Time to Kill,7.5,177000,53,R,1996,2h 29m,Joel Schumacher,368
862,Batman Forever,5.4,264000,54,PG-13,1995,2h 1m,Joel Schumacher,368
863,Batman & Robin,3.8,265000,29,PG-13,1997,2h 5m,Joel Schumacher,368
864,Falling Down,7.6,203000,56,R,1993,1h 53m,Joel Schumacher,368
865,The Client,6.7,72000,65,PG-13,1994,1h 59m,Joel Schumacher,368
866,St. Elmo's Fire,6.4,45000,35,R,1985,1h 50m,Joel Schumacher,368
867,Once Upon a Time in America,8.3,371000,75,R,1984,3h 49m,Sergio Leone,369
868,Fatman,5.9,29000,40,R,2020,1h 40m,Eshom NelmsIan Nelms,370
869,Donnie Darko,8.0,837000,88,R,2001,1h 53m,Richard Kelly,371
870,Fall,6.4,97000,62,PG-13,2022,1h 47m,Scott Mann,372
871,The Girl Next Door,6.7,236000,47,R,2004,1h 49m,Luke Greenfield,373
872,Almost Famous,7.9,289000,90,R,2000,2h 2m,Cameron Crowe,375
873,Jerry Maguire,7.3,283000,77,R,1996,2h 19m,Cameron Crowe,375
874,Vanilla Sky,6.9,282000,45,R,2001,2h 16m,Cameron Crowe,375
875,The Hunt,6.5,125000,50,R,2020,1h 30m,Craig Zobel,376
876,The King,7.3,146000,62,R,2019,2h 20m,David MichÃ´d,379
877,The Unbearable Weight of Massive Talent,7.0,140000,68,R,2022,1h 47m,Tom Gormican,380
878,That Awkward Moment,6.1,107000,36,R,2014,1h 34m,Tom Gormican,380
879,Star Wars: Episode IX - The Rise of Skywalker,6.4,482000,53,PG-13,2019,2h 21m,J.J. Abrams,381
880,Star Wars: Episode VII - The Force Awakens,7.8,963000,80,PG-13,2015,2h 18m,J.J. Abrams,381
881,Star Trek,7.9,616000,82,PG-13,2009,2h 7m,J.J. Abrams,381
882,Mission: Impossible III,6.9,385000,66,PG-13,2006,2h 6m,J.J. Abrams,381
883,Super 8,7.0,365000,72,PG-13,2011,1h 52m,J.J. Abrams,381
884,PAW Patrol: The Mighty Movie,6.0,4000,49,PG,2023,1h 28m,Cal Brunker,382
885,Crocodile Dundee,6.6,113000,62,PG-13,1986,1h 37m,Peter Faiman,383
886,The Voyeurs,6.1,28000,54,R,2021,1h 56m,Michael Mohan,384
887,Matilda,7.0,170000,72,PG,1996,1h 42m,Danny DeVito,385
888,"Red, White & Royal Blue",7.0,43000,62,R,2023,1h 58m,Matthew LÃ³pez,386
889,Brothers,7.1,142000,58,R,2009,1h 45m,Jim Sheridan,388
890,Prey,7.1,219000,71,R,2022,1h 40m,Dan Trachtenberg,390
891,10 Cloverfield Lane,7.2,349000,76,PG-13,2016,1h 43m,Dan Trachtenberg,390
892,Wonder Woman,7.4,690000,76,PG-13,2017,2h 21m,Patty Jenkins,391
893,Wonder Woman 1984,5.4,287000,60,PG-13,2020,2h 31m,Patty Jenkins,391
894,Monster,7.3,159000,74,R,2003,1h 49m,Patty Jenkins,391
895,Idiocracy,6.5,178000,66,R,2006,1h 24m,Mike Judge,392
896,Office Space,7.6,283000,68,R,1999,1h 29m,Mike Judge,392
897,BlacKkKlansman,7.5,285000,83,R,2018,2h 15m,Spike Lee,393
898,Inside Man,7.6,392000,76,R,2006,2h 9m,Spike Lee,393
899,Oldboy,5.8,80000,49,R,2013,1h 44m,Spike Lee,393
900,The Devil Wears Prada,6.9,451000,62,PG-13,2006,1h 49m,David Frankel,394
901,Jerry and Marge Go Large,6.9,21000,52,PG-13,2022,1h 36m,David Frankel,394
902,What Happens Later,4.9,1500,59,R,2023,1h 43m,Meg Ryan,395
903,Kingsman: The Secret Service,7.7,704000,60,R,2014,2h 9m,Matthew Vaughn,396
904,Stardust,7.6,282000,66,PG-13,2007,2h 7m,Matthew Vaughn,396
905,The King's Man,6.3,167000,44,R,2021,2h 11m,Matthew Vaughn,396
906,Kick-Ass,7.6,586000,66,R,2010,1h 57m,Matthew Vaughn,396
907,Kingsman: The Golden Circle,6.7,355000,44,R,2017,2h 21m,Matthew Vaughn,396
908,X-Men: First Class,7.7,716000,65,PG-13,2011,2h 11m,Matthew Vaughn,396
909,Layer Cake,7.3,192000,73,R,2004,1h 45m,Matthew Vaughn,396
910,Cocaine Bear,5.9,100000,54,R,2023,1h 35m,Elizabeth Banks,397
911,Snowpiercer,7.1,383000,84,R,2013,2h 6m,Bong Joon Ho,398
912,How It Ends,5.1,57000,36,TV-MA,2018,1h 53m,David M. Rosenthal,399
913,Shame,7.2,204000,72,NC-17,2011,1h 41m,Steve McQueen,400
914,12 Years a Slave,8.1,731000,96,R,2013,2h 14m,Steve McQueen,400
915,Occupied City,7.1,141,75,PG-13,2023,4h 6m,Steve McQueen,400
916,Under the Skin,6.3,154000,80,R,2013,1h 48m,Jonathan Glazer,401
917,Birth,6.2,39000,51,R,2004,1h 40m,Jonathan Glazer,401
918,Quiz Lady,6.7,14000,59,R,2023,1h 39m,Jessica Yu,402
919,Clue,7.2,107000,41,PG,1985,1h 34m,Jonathan Lynn,403
920,My Cousin Vinny,7.6,137000,68,R,1992,2h,Jonathan Lynn,403
921,The Whole Nine Yards,6.7,128000,47,R,2000,1h 38m,Jonathan Lynn,403
922,Men in Black,7.3,601000,71,PG-13,1997,1h 38m,Barry Sonnenfeld,404
923,The Addams Family,6.9,177000,57,PG-13,1991,1h 39m,Barry Sonnenfeld,404
924,Men in Black II,6.2,397000,49,PG-13,2002,1h 28m,Barry Sonnenfeld,404
925,Men in Black 3,6.8,382000,58,PG-13,2012,1h 46m,Barry Sonnenfeld,404
926,Addams Family Values,6.8,108000,61,PG-13,1993,1h 34m,Barry Sonnenfeld,404
927,Single All the Way,6.2,19000,49,TV-PG,2021,1h 39m,Michael Mayer,407
928,Eternals,6.3,376000,52,PG-13,2021,2h 36m,ChloÃ© Zhao,408
929,Nomadland,7.3,177000,89,R,2020,1h 47m,ChloÃ© Zhao,408
930,Ocean's Eleven,7.7,607000,74,PG-13,2001,1h 56m,Steven Soderbergh,409
931,Erin Brockovich,7.4,215000,73,R,2000,2h 11m,Steven Soderbergh,409
932,Traffic,7.6,217000,86,R,2000,2h 27m,Steven Soderbergh,409
933,Logan Lucky,7.0,160000,78,PG-13,2017,1h 58m,Steven Soderbergh,409
934,Contagion,6.8,313000,70,PG-13,2011,1h 46m,Steven Soderbergh,409
935,Ocean's Twelve,6.5,409000,58,PG-13,2004,2h 5m,Steven Soderbergh,409
936,Ocean's Thirteen,6.9,363000,62,PG-13,2007,2h 2m,Steven Soderbergh,409
937,Magic Mike,6.1,146000,72,R,2012,1h 50m,Steven Soderbergh,409
938,Ghostbusters: Afterlife,7.1,206000,45,PG-13,2021,2h 4m,Jason Reitman,410
939,Juno,7.5,543000,81,PG-13,2007,1h 36m,Jason Reitman,410
940,13 Going on 30,6.3,211000,57,PG-13,2004,1h 38m,Gary Winick,413
941,Serendipity,6.8,119000,52,PG-13,2001,1h 30m,Peter Chelsom,414
942,Toy Story,8.3,1000000,96,G,1995,1h 21m,John Lasseter,324
943,Ant-Man and the Wasp: Quantumania,6.1,215000,48,PG-13,2023,2h 4m,Peyton Reed,415
944,Bring It On,6.1,103000,52,PG-13,2000,1h 38m,Peyton Reed,415
945,The Noel Diary,6.1,18000,63,TV-14,2022,1h 39m,Charles Shyer,416
946,Father of the Bride,6.5,83000,51,PG,1991,1h 45m,Charles Shyer,416
947,The Nice Guys,7.4,361000,70,R,2016,1h 56m,Shane Black,417
948,Kiss Kiss Bang Bang,7.5,235000,72,R,2005,1h 43m,Shane Black,417
949,Iron Man 3,7.1,887000,62,PG-13,2013,2h 10m,Shane Black,417
950,The Predator,5.3,141000,48,R,2018,1h 47m,Shane Black,417
951,Not Another Teen Movie,5.8,114000,32,R,2001,1h 29m,Joel Gallen,420
952,The Bishop's Wife,7.6,20000,73,G,1947,1h 49m,Henry Koster,421
953,28 Days Later,7.5,436000,73,R,2002,1h 53m,Danny Boyle,422
954,Trainspotting,8.1,715000,83,R,1996,1h 33m,Danny Boyle,422
955,Sunshine,7.2,263000,64,R,2007,1h 47m,Danny Boyle,422
956,The Beach,6.6,251000,43,R,2000,1h 59m,Danny Boyle,422
957,Yesterday,6.8,163000,55,PG-13,2019,1h 56m,Danny Boyle,422
958,Jennifer's Body,5.5,148000,47,R,2009,1h 42m,Karyn Kusama,423
959,Jurassic World Dominion,5.6,196000,38,PG-13,2022,2h 27m,Colin Trevorrow,424
960,Jurassic World,6.9,671000,59,PG-13,2015,2h 4m,Colin Trevorrow,424
961,Just Friends,6.2,125000,47,PG-13,2005,1h 36m,Roger Kumble,425
962,Cruel Intentions,6.8,202000,56,R,1999,1h 37m,Roger Kumble,425
963,After We Collided,5.0,37000,14,R,2020,1h 45m,Roger Kumble,425
964,"Silent Night, Deadly Night",5.8,18000,31,R,1984,1h 19m,Charles E. Sellier Jr.,426
965,Moonlight,7.4,326000,99,R,2016,1h 51m,Barry Jenkins,428
966,Licence to Kill,6.6,111000,58,PG-13,1989,2h 13m,John Glen,429
967,For Your Eyes Only,6.7,107000,54,PG,1981,2h 7m,John Glen,429
968,The Living Daylights,6.7,104000,59,PG,1987,2h 10m,John Glen,429
969,Extraction II,7.0,137000,57,R,2023,2h 2m,Sam Hargrave,430
970,Extraction,6.8,256000,56,R,2020,1h 56m,Sam Hargrave,430
971,Let It Snow,5.8,24000,51,PG-13,2019,1h 32m,Luke Snellin,431
972,Dear John,6.3,156000,43,PG-13,2010,1h 48m,Lasse HallstrÃ¶m,311
973,What's Eating Gilbert Grape,7.7,250000,73,PG-13,1993,1h 58m,Lasse HallstrÃ¶m,311
974,TÃ¡r,7.4,87000,92,R,2022,2h 38m,Todd Field,433
975,Little Children,7.5,116000,75,R,2006,2h 17m,Todd Field,433
976,An American Pickle,5.7,26000,58,PG-13,2020,1h 28m,Brandon Trost,434
977,Heart of Stone,5.7,55000,44,PG-13,2023,2h 2m,Tom Harper,435
978,The Blue Lagoon,5.8,75000,31,R,1980,1h 44m,Randal Kleiser,436
979,Grease,7.2,295000,70,PG,1978,1h 50m,Randal Kleiser,436
980,The Mean One,3.8,1000,29,16+,2022,1h 33m,Steven LaMorte,437
981,Smokin' Aces,6.6,151000,45,R,2006,1h 48m,Joe Carnahan,438
982,The Wicker Man,7.5,90000,87,R,1973,1h 28m,Robin Hardy,439
983,Scream,7.4,382000,65,R,1996,1h 51m,Wes Craven,440
984,A Nightmare on Elm Street,7.4,258000,76,R,1984,1h 31m,Wes Craven,440
985,Love the Coopers,5.8,26000,31,PG-13,2015,1h 47m,Jessie Nelson,441
