title,year,status,award,movie
Javier Bardem,2022,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Being the Ricardos
Benedict Cumberbatch,2022,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Power of the Dog, The"
Will Smith,2022,Winner,Best Performance by an Actor in a Motion Picture - Drama,King Richard
Denzel Washington,2022,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Tragedy of Macbeth, The"
Cyrano,2022,Nominee,Best Motion Picture - Musical or Comedy,
Don't Look Up,2022,Nominee,Best Motion Picture - Musical or Comedy,
Licorice Pizza,2022,Nominee,Best Motion Picture - Musical or Comedy,
"tick, tick...BOOM!",2022,Nominee,Best Motion Picture - Musical or Comedy,
West Side Story (2021),2022,Winner,Best Motion Picture - Musical or Comedy,
Marion Cotillard,2022,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette
Javier Bardem,2022,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Being the Ricardos
Benedict Cumberbatch,2022,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Power of the Dog, The"
Will Smith,2022,Winner,Best Performance by an Actor in a Motion Picture - Drama,King Richard
Denzel Washington,2022,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Tragedy of Macbeth, The"
Cyrano,2022,Nominee,Best Motion Picture - Musical or Comedy,
Don't Look Up,2022,Nominee,Best Motion Picture - Musical or Comedy,
Licorice Pizza,2022,Nominee,Best Motion Picture - Musical or Comedy,
"tick, tick...BOOM!",2022,Nominee,Best Motion Picture - Musical or Comedy,
West Side Story (2021),2022,Winner,Best Motion Picture - Musical or Comedy,
Marion Cotillard,2022,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette
Alana Haim,2022,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Licorice Pizza
Jennifer Lawrence,2022,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Don't Look Up
Emma Stone,2022,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cruella
Rachel Zegler,2022,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,West Side Story (2021)
Leonardo DiCaprio,2022,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Don't Look Up
Peter Dinklage,2022,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cyrano
Andrew Garfield,2022,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"tick, tick...BOOM!"
Cooper Hoffman,2022,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Licorice Pizza
Anthony Ramos,2022,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,In the Heights
Encanto,2022,Winner,Best Motion Picture - Animated,
Ariana DeBose,2022,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,West Side Story (2021)
Kirsten Dunst,2022,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Power of the Dog, The"
Aunjanue Ellis,2022,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,King Richard
Ruth Negga,2022,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Passing
Ben Affleck,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Tender Bar, The"
Jamie Dornan,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Belfast
Ciarán Hinds,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Belfast
Troy Kotsur,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,CODA
Kodi Smit-McPhee,2022,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Power of the Dog, The"
Kenneth Branagh,2022,Nominee,Best Director - Motion Picture,Belfast
Ariana DeBose,2022,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,West Side Story (2021)
Kirsten Dunst,2022,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Power of the Dog, The"
Aunjanue Ellis,2022,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,King Richard
Ruth Negga,2022,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Passing
Ben Affleck,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Tender Bar, The"
Jamie Dornan,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Belfast
Ciarán Hinds,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Belfast
Troy Kotsur,2022,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,CODA
Kodi Smit-McPhee,2022,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Power of the Dog, The"
Kenneth Branagh,2022,Nominee,Best Director - Motion Picture,Belfast
Jane Campion,2022,Winner,Best Director - Motion Picture,"Power of the Dog, The"
Maggie Gyllenhaal,2022,Nominee,Best Director - Motion Picture,"Lost Daughter, The"
Steven Spielberg,2022,Nominee,Best Director - Motion Picture,West Side Story (2021)
Denis Villeneuve,2022,Nominee,Best Director - Motion Picture,Dune
Paul Thomas Anderson,2022,Nominee,Best Screenplay - Motion Picture,Licorice Pizza
Kenneth Branagh,2022,Winner,Best Screenplay - Motion Picture,Belfast
Jane Campion,2022,Nominee,Best Screenplay - Motion Picture,"Power of the Dog, The"
Adam McKay,2022,Nominee,Best Screenplay - Motion Picture,Don't Look Up
Aaron Sorkin,2022,Nominee,Best Screenplay - Motion Picture,Being the Ricardos
Alexandre Desplat,2022,Nominee,Best Original Score - Motion Picture,"French Dispatch, The"
Germaine Franco,2022,Nominee,Best Original Score - Motion Picture,Encanto
Jonny Greenwood,2022,Nominee,Best Original Score - Motion Picture,"Power of the Dog, The"
Alberto Iglesias,2022,Nominee,Best Original Score - Motion Picture,Parallel Mothers
Hans Zimmer,2022,Winner,Best Original Score - Motion Picture,Dune
Be Alive,2022,Nominee,Best Original Song - Motion Picture,King Richard
Dos Oruguitas,2022,Nominee,Best Original Song - Motion Picture,Encanto
Down to Joy,2022,Nominee,Best Original Song - Motion Picture,Belfast
Here I Am (Singing My Way Home),2022,Nominee,Best Original Song - Motion Picture,Respect
No Time To Die,2022,Winner,Best Original Song - Motion Picture,No Time To Die
Lupin,2022,Nominee,Best Television Series - Drama,
"Morning Show, The",2022,Nominee,Best Television Series - Drama,
Pose,2022,Nominee,Best Television Series - Drama,
Squid Game,2022,Nominee,Best Television Series - Drama,
Succession,2022,Winner,Best Television Series - Drama,
Uzo Aduba,2022,Nominee,Best Performance by an Actress In A Television Series - Drama,In Treatment
Jennifer Aniston,2022,Nominee,Best Performance by an Actress In A Television Series - Drama,"Morning Show, The"
Christine Baranski,2022,Nominee,Best Performance by an Actress In A Television Series - Drama,"Good Fight, The"
Elisabeth Moss,2022,Nominee,Best Performance by an Actress In A Television Series - Drama,"Handmaid's Tale, The"
Michaela Jae Rodriguez,2022,Winner,Best Performance by an Actress In A Television Series - Drama,Pose
Brian Cox,2022,Nominee,Best Performance by an Actor In A Television Series - Drama,Succession
Elle Fanning,2022,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Great, The"
Issa Rae,2022,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,Insecure
Tracee Ross,2022,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,Black-ish
Jean Smart,2022,Winner,Best Performance by an Actress in a Television Series - Musical or Comedy,Hacks
Anthony Anderson,2022,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Black-ish
Nicholas Hoult,2022,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,"Great, The"
Steve Martin,2022,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Only Murders in the Building
Martin Short,2022,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Only Murders in the Building
Jason Sudeikis,2022,Winner,Best Performance by an Actor in a Television Series - Musical or Comedy,Ted Lasso
Dopesick,2022,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Elle Fanning,2022,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Great, The"
Issa Rae,2022,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,Insecure
Tracee Ross,2022,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,Black-ish
Jean Smart,2022,Winner,Best Performance by an Actress in a Television Series - Musical or Comedy,Hacks
Anthony Anderson,2022,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Black-ish
Nicholas Hoult,2022,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,"Great, The"
Steve Martin,2022,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Only Murders in the Building
Martin Short,2022,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Only Murders in the Building
Jason Sudeikis,2022,Winner,Best Performance by an Actor in a Television Series - Musical or Comedy,Ted Lasso
Dopesick,2022,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Impeachment: American Crime Story,2022,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Maid,2022,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Mare of Easttown,2022,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
"Underground Railroad, The",2022,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Jessica Chastain,2022,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Scenes from a Marriage-TV
Cynthia Erivo,2022,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Genius: Aretha
Elizabeth Olsen,2022,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",WandaVision
Margaret Qualley,2022,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Maid
Kate Winslet,2022,Winner,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Mare of Easttown
Paul Bettany,2022,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",WandaVision
Kieran Culkin,2022,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Succession
Mark Duplass,2022,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Morning Show, The"
Brett Goldstein,2022,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ted Lasso
Oh Young-soo,2022,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Squid Game
"Father, The",2021,Nominee,Best Motion Picture - Drama,
Mank,2021,Nominee,Best Motion Picture - Drama,
Nomadland,2021,Winner,Best Motion Picture - Drama,
Promising Young Woman,2021,Nominee,Best Motion Picture - Drama,
"Trial of the Chicago 7, The",2021,Nominee,Best Motion Picture - Drama,
Viola Davis,2021,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Ma Rainey's Black Bottom
Andra Day,2021,Winner,Best Performance by an Actress in a Motion Picture - Drama,"United States vs. Billie Holiday, The"
Vanessa Kirby,2021,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Pieces of a Woman
Frances McDormand,2021,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Nomadland
Carey Mulligan,2021,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Promising Young Woman
Riz Ahmed,2021,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Sound of Metal
Chadwick Boseman,2021,Winner,Best Performance by an Actor in a Motion Picture - Drama,Ma Rainey's Black Bottom
Anthony Hopkins,2021,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Father, The"
Gary Oldman,2021,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Mank
Tahar Rahim,2021,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Mauritanian, The"
Borat Subsequent Moviefilm,2021,Winner,Best Motion Picture - Musical or Comedy,
Andra Day,2021,Winner,Best Performance by an Actress in a Motion Picture - Drama,"United States vs. Billie Holiday, The"
Vanessa Kirby,2021,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Pieces of a Woman
Frances McDormand,2021,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Nomadland
Carey Mulligan,2021,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Promising Young Woman
Riz Ahmed,2021,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Sound of Metal
Chadwick Boseman,2021,Winner,Best Performance by an Actor in a Motion Picture - Drama,Ma Rainey's Black Bottom
Anthony Hopkins,2021,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Father, The"
Gary Oldman,2021,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Mank
Tahar Rahim,2021,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Mauritanian, The"
Borat Subsequent Moviefilm,2021,Winner,Best Motion Picture - Musical or Comedy,
Hamilton,2021,Nominee,Best Motion Picture - Musical or Comedy,
Music,2021,Nominee,Best Motion Picture - Musical or Comedy,
Palm Springs,2021,Nominee,Best Motion Picture - Musical or Comedy,
"Prom, The",2021,Nominee,Best Motion Picture - Musical or Comedy,
